c,k*,n*,time
1.1842557544001928,2.0,30.0,0.045412540435791016
1.1181170746506157,3.0,63.0,0.14263319969177246
1.0870791524540995,4.0,109.0,0.5341613292694092
1.0689940175031418,5.0,166.0,1.6508677005767822
1.057140576714448,6.0,236.0,4.310298442840576
1.0487675701398136,7.0,317.0,10.392978191375732
1.0425369776231759,8.0,411.0,21.472090244293213
1.037719211273612,9.0,516.0,42.9959180355072
1.033882376361292,10.0,634.0,78.09551882743835
